id,thumb_kind,captured_at,camera_type,sequence,lat,lon,width,height
400438726322085,2048,1712537097200,perspective,5PxzsZUe7jWdqv1NhtSaIM,14.581643976657,120.99574621621,3840,2160
1023028559421762,2048,1712391106200,perspective,PaI3v582jBHr40nOiekhfg,14.556100410183,120.9986265359,3840,2160
820232779992342,2048,1712536984000,perspective,4pFInf8tYN2HsbymULXG9K,14.582366634904,120.99498326449,3840,2160
1170124554409161,2048,1712545787800,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583469627557,120.99824020288,3840,2160
770136438441810,2048,1712391497600,perspective,Irz3MiyDHvhWBntG1SR8OK,14.557027145809,120.99640319962,3840,2160
1130181584773125,2048,1712390482800,perspective,FJEfbpsrP4KqGXgSy9LdBZ,14.556845164467,120.99801951209,3840,2160
1464194907822456,2048,1712545770000,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583060368266,120.99777441045,3840,2160
3869326603136929,2048,1563107786000,perspective,cwGF7o53KN4DkmYDQmcF9A,14.583342747858,120.99811296602,4000,3000
386859064275193,2048,1711274386688,perspective,LK2Wxka5yM4dli1FwUbIuH,14.556051054976,120.99822709186,4000,3000
465550017837430,2048,1563107876000,perspective,G_egDI2-wg7Knr1KYREL1Q,14.581580899825,120.9964782203,4000,3000
294709625482971,2048,1563107902000,perspective,sVu9XvPHz1Yc76lhnhvqBQ,14.581503280515,120.99500964124,4000,3000
1030637158480877,2048,1712391499000,perspective,BTUNW3wCM08rdJ4Xkyvzlb,14.557157121503,120.99623203852,3840,2160
436193102559122,2048,1712547034400,perspective,fgHic1C6DEjTkp4ZadUluL,14.583029038465,120.9971032717,3840,2160
1044905117000581,2048,1712391089000,perspective,vtl85AULefpqDu3wM7cznY,14.55626352523,120.99850351088,3840,2160
1157429295293662,2048,1712546851600,perspective,9jZm5g4KhAyIizk3dFpJuP,14.583299124425,120.99790589574,3840,2160
374797543882063,2048,1563107906000,perspective,sVu9XvPHz1Yc76lhnhvqBQ,14.581654736687,120.99500846869,4000,3000
467118992480084,2048,1712391496200,perspective,1IJWmGnODpUzifN8Vc0RFu,14.557249373313,120.99630361577,3840,2160
1382068609861233,2048,1712391071000,perspective,PaI3v582jBHr40nOiekhfg,14.556641516392,120.99855402968,3840,2160
3788455661432837,2048,1712547054200,perspective,fgHic1C6DEjTkp4ZadUluL,14.583232823074,120.99649935611,3840,2160
7835340903172439,2048,1712391101800,perspective,8e0bD9VP5YICfTxtukwovp,14.556187341439,120.99854712896,3840,2160
920760799854352,2048,1712545532200,perspective,s7a8DpwCreUo04zhfyxqEt,14.583305911061,120.99638813295,3840,2160
813862216927878,2048,1712537479600,perspective,5stic7YxhKgfRyUnkAI4bL,14.581656037427,120.99726554501,3840,2160
321361229379369,2048,1563107800000,perspective,7Xy9L3zHFExRH-xF3-7oTw,14.582938024405,120.99750571439,4000,3000
438486088915382,2048,1712544437600,perspective,VAatp7foEW2Z40BgSrJDsj,14.582493155611,120.99489803135,3840,2160
178646260819034,2048,1563107850000,perspective,G_egDI2-wg7Knr1KYREL1Q,14.58234218973,120.99727103393,4000,3000
418119361057055,2048,1712545764800,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.58290149582,120.99753217283,3840,2160
1074020577022260,2048,1712391096600,perspective,vtl85AULefpqDu3wM7cznY,14.55623294616,120.99851749498,3840,2160
459595263195131,2048,1712391060600,perspective,TdE7N3CYcReWgDUzkqSfMm,14.557076742154,120.99840815475,3840,2160
1209496610212322,2048,1712546357600,perspective,eshqyCY5PIjngmN6XVOHAw,14.583454867696,120.99823525345,3840,2160
1588831698326476,2048,1712391076000,perspective,PaI3v582jBHr40nOiekhfg,14.55640074801,120.99862826873,3840,2160
1016215969920857,2048,1712537098800,perspective,hLSJPoNlFdy8tTCVvDXuwQ,14.581458964497,120.99575051464,3840,2160
3669248146620977,2048,1712391117200,perspective,PaI3v582jBHr40nOiekhfg,14.555865587005,120.99872899404,3840,2160
1133052687844184,2048,1711274471978,perspective,LK2Wxka5yM4dli1FwUbIuH,14.556923280375,120.9980153543,4000,3000
2916705731810695,2048,1712545541000,perspective,s7a8DpwCreUo04zhfyxqEt,14.582846253513,120.99695279382,3840,2160
423970280554164,2048,1712547047200,perspective,fgHic1C6DEjTkp4ZadUluL,14.58312918485,120.99676175989,3840,2160
1088095995619187,2048,1712391109400,perspective,PaI3v582jBHr40nOiekhfg,14.5560065789,120.99866318068,3840,2160
424644033791622,2048,1712546140600,perspective,QfJPeFkqXH6I3d7c4AtiVL,14.581243780794,120.99893108215,3840,2160
464204232653435,2048,1712537046200,perspective,MXvomqPOpGV2tI4Q7dT0bL,14.583260080931,120.9961730679,3840,2160
328485842031009,2048,1563107808000,perspective,ttwG5cRek1B8NtcNiTP24g,14.58282177208,120.99735571736,4000,3000
422209130609346,2048,1712546334000,perspective,eshqyCY5PIjngmN6XVOHAw,14.582936728455,120.99758571753,3840,2160
2169687930055115,2048,1712546307600,perspective,eshqyCY5PIjngmN6XVOHAw,14.581674511206,120.99827273498,3840,2160
969290184889647,2048,1712544437200,perspective,VAatp7foEW2Z40BgSrJDsj,14.582476944577,120.99490122384,3840,2160
800260263944474,2048,1563107852000,perspective,G_egDI2-wg7Knr1KYREL1Q,14.582332257869,120.99728510075,4000,3000
480267586422245,2048,1563107920000,perspective,uK-MdZ8RevbSRxR1szxIOg,14.58223342973,120.99497302033,4000,3000
1161608298517667,2048,1712391095800,perspective,vtl85AULefpqDu3wM7cznY,14.556239974697,120.99851526822,3840,2160
992046182623047,2048,1712537077000,perspective,5PxzsZUe7jWdqv1NhtSaIM,14.582404948308,120.99578197729,3840,2160
1161711241917206,2048,1712545742800,perspective,yAlmFBfDcsU6WjxdaLYKXM,14.582465280959,120.99720714453,3840,2160
1513005072587486,2048,1712545760400,perspective,bMYnhit5QxpIVr7y3Fc489,14.582698110974,120.99727978557,3840,2160
4002018403211128,2048,1563107804000,perspective,cwGF7o53KN4DkmYDQmcF9A,14.582827144276,120.99739204247,4000,3000
1171290149962815,2048,1563107802000,perspective,7Xy9L3zHFExRH-xF3-7oTw,14.582879135972,120.99741790323,4000,3000
1099794897767170,2048,1712391087000,perspective,vtl85AULefpqDu3wM7cznY,14.556271012542,120.99849877816,3840,2160
768562658721064,2048,1712537046000,perspective,MXvomqPOpGV2tI4Q7dT0bL,14.583265547908,120.99617315902,3840,2160
1107136477055012,2048,1712537474600,perspective,5stic7YxhKgfRyUnkAI4bL,14.581676791047,120.99701458064,3840,2160
138006301647706,2048,1563107790000,perspective,cwGF7o53KN4DkmYDQmcF9A,14.583192624154,120.99796745068,4000,3000
350502667654907,2048,1712391487000,perspective,Jo6sFCgpwO2blPuGNETqZx,14.556508358685,120.99660303884,3840,2160
781672737401229,2048,1712391088400,perspective,PaI3v582jBHr40nOiekhfg,14.556292340428,120.99860550455,3840,2160
840695554786280,2048,1712391085800,perspective,8e0bD9VP5YICfTxtukwovp,14.55628279582,120.99850363837,3840,2160
7625156967600731,2048,1712545788200,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583483515317,120.9982543722,3840,2160
1146887006462465,2048,1712391494800,perspective,Irz3MiyDHvhWBntG1SR8OK,14.556852680859,120.99651419266,3840,2160
331849766605884,2048,1712537050000,perspective,5PxzsZUe7jWdqv1NhtSaIM,14.583277305254,120.99608696768,3840,2160
1938864646571213,2048,1712391070600,perspective,PaI3v582jBHr40nOiekhfg,14.556656102649,120.9985541494,3840,2160
485612537136272,2048,1712545751800,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.582509764965,120.99720912881,3840,2160
3426263964339933,2048,1712390475600,perspective,FJEfbpsrP4KqGXgSy9LdBZ,14.556651793406,120.99805722465,3840,2160
803290255092497,2048,1712546322800,perspective,eshqyCY5PIjngmN6XVOHAw,14.582564648556,120.9974585513,3840,2160
311515327198641,2048,1563107792000,perspective,iG-FI4MZ3RjY2XHhgKliXQ,14.583174508927,120.99787872166,4000,3000
1170655427263789,2048,1712391113600,perspective,8e0bD9VP5YICfTxtukwovp,14.556012971118,120.99863369855,3840,2160
294702615630579,2048,1563107776000,perspective,iG-FI4MZ3RjY2XHhgKliXQ,14.583596565527,120.99833876981,4000,3000
372587754149731,2048,1563103124000,perspective,ljs1bF6I1VxNQtm8qAfMig,14.581498224136,120.99585465183,4000,3000
3765214643702508,2048,1712545779200,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583281656089,120.99806981539,3840,2160
437407285704508,2048,1712537039200,perspective,MXvomqPOpGV2tI4Q7dT0bL,14.583019684381,120.99589132973,3840,2160
305939331178638,2048,1575120819000,perspective,K3f3EQGG8YTGLQNy2H0RAQ,14.582672008549,120.9974378958,4000,3000
370120191072718,2048,1563107802000,perspective,JcEDauAYqLNdNnjcLyJpsw,14.582879153958,120.99741766341,4000,3000
786481756960724,2048,1712546344000,perspective,eshqyCY5PIjngmN6XVOHAw,14.583184800275,120.99794973592,3840,2160
1110912713505625,2048,1712391118800,perspective,PaI3v582jBHr40nOiekhfg,14.555821537106,120.99876167008,3840,2160
3762529247399445,2048,1712545762800,perspective,bMYnhit5QxpIVr7y3Fc489,14.582807650889,120.99732386749,3840,2160
2046264038849483,2048,1563103160000,perspective,fLMc-QiBM9Ozf0IyYB97nQ,14.581646215555,120.99695013459,4000,3000
432566362818539,2048,1712546329200,perspective,eshqyCY5PIjngmN6XVOHAw,14.582791282682,120.997392186,3840,2160
1607190900067579,2048,1712391481800,perspective,gMtFnHzsIAqhuTVlKaQwd2,14.556101,120.996751,3840,2160
1434820227145809,2048,1712547038800,perspective,fgHic1C6DEjTkp4ZadUluL,14.583027636812,120.99701809771,3840,2160
450446447363062,2048,1712391485800,perspective,gMtFnHzsIAqhuTVlKaQwd2,14.556504431801,120.99675509638,3840,2160
425575866859287,2048,1712391075000,perspective,PaI3v582jBHr40nOiekhfg,14.556439516573,120.99864397065,3840,2160
428914153150760,2048,1711274480699,perspective,LK2Wxka5yM4dli1FwUbIuH,14.557020028375,120.99798547053,4000,3000
937343280361707,2048,1563107800000,perspective,ttwG5cRek1B8NtcNiTP24g,14.582938000886,120.99750567752,4000,3000
985203176243717,2048,1712545774000,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583154571143,120.99790903567,3840,2160
2811525172337499,2048,1712391486800,perspective,p3dcN6eOSDfjubCzwhGgAF,14.556215678464,120.99654067077,3840,2160
1011490743653960,2048,1712545792200,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583701740954,120.9984687066,3840,2160
1122410579007642,2048,1712391085000,perspective,PaI3v582jBHr40nOiekhfg,14.556317418435,120.99860765677,3840,2160
7768826423175991,2048,1712544432000,perspective,VAatp7foEW2Z40BgSrJDsj,14.582304477481,120.99492205038,3840,2160
7499117770204859,2048,1712544440800,perspective,VAatp7foEW2Z40BgSrJDsj,14.582571947322,120.99489158909,3840,2160
377307843575863,2048,1563107908000,perspective,iG-FI4MZ3RjY2XHhgKliXQ,14.581738525457,120.99499145913,4000,3000
809959017438408,2048,1712545758600,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.582734214761,120.99733501817,3840,2160
316438906508592,2048,1563107886000,perspective,uK-MdZ8RevbSRxR1szxIOg,14.581514999945,120.9955945814,4000,3000
1127851035146703,2048,1712391100000,perspective,vtl85AULefpqDu3wM7cznY,14.556247,120.998573,3840,2160
363279900079159,2048,1712391095000,perspective,PaI3v582jBHr40nOiekhfg,14.556268762451,120.99860359347,3840,2160
469508272236654,2048,1712545787000,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583455178793,120.9982258327,3840,2160
1607437763387360,2048,1712391098000,perspective,vtl85AULefpqDu3wM7cznY,14.556274001144,120.99855899388,3840,2160
2081539555552676,2048,1712391109800,perspective,8e0bD9VP5YICfTxtukwovp,14.556099350799,120.99859161289,3840,2160
2622155694632390,2048,1712391087000,perspective,8e0bD9VP5YICfTxtukwovp,14.556282746946,120.99850368448,3840,2160
331190639757169,2048,1712391113000,perspective,8e0bD9VP5YICfTxtukwovp,14.556028162086,120.99862617932,3840,2160
1087102139051178,2048,1712391084600,perspective,8e0bD9VP5YICfTxtukwovp,14.556282776402,120.99850361027,3840,2160
1815277415624226,2048,1712537456800,perspective,5stic7YxhKgfRyUnkAI4bL,14.581533795901,120.99631484922,3840,2160
1547080369178517,2048,1712545788800,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583497515682,120.99826905138,3840,2160
1589785388265848,2048,1712546864800,perspective,9jZm5g4KhAyIizk3dFpJuP,14.583077673294,120.99737554081,3840,2160
469718455581020,2048,1712391109000,perspective,vtl85AULefpqDu3wM7cznY,14.556126,120.998602,3840,2160
1207931620373562,2048,1712546839000,perspective,WtOD6qrbI72AYLJ9udwjNv,14.58353418921,120.99830602877,3840,2160
1174827282960130,2048,1575120846000,perspective,K3f3EQGG8YTGLQNy2H0RAQ,14.582636197995,120.99718597284,4000,3000
798192384433457,2048,1563107922000,perspective,iG-FI4MZ3RjY2XHhgKliXQ,14.582257433247,120.9949484472,4000,3000
1401314273904762,2048,1712546306000,perspective,eshqyCY5PIjngmN6XVOHAw,14.581622872528,120.9983210541,3840,2160
1106748637083162,2048,1712537044800,perspective,MXvomqPOpGV2tI4Q7dT0bL,14.583298609614,120.99617406882,3840,2160
1403416973651992,2048,1712391086800,perspective,8e0bD9VP5YICfTxtukwovp,14.556282859742,120.9985036141,3840,2160
7994032990641491,2048,1712537474200,perspective,5stic7YxhKgfRyUnkAI4bL,14.581675921095,120.99700922957,3840,2160
430827582912880,2048,1712544433800,perspective,VAatp7foEW2Z40BgSrJDsj,14.582336545802,120.99491904883,3840,2160
296492558632717,2048,1563103124000,perspective,IbApuQ-ngJmXTM0uc3Ze6Q,14.581498224277,120.99585465175,4000,3000
1131650324829932,2048,1712391103000,perspective,vtl85AULefpqDu3wM7cznY,14.556147998045,120.99855519152,3840,2160
1250300009275129,2048,1712536978200,perspective,4pFInf8tYN2HsbymULXG9K,14.581976913352,120.99502230417,3840,2160
787251633368138,2048,1712391073800,perspective,PaI3v582jBHr40nOiekhfg,14.556556236544,120.99855550836,3840,2160
468010242416947,2048,1712391060000,perspective,qdxTOlhE1iB3ASQXH5t6cD,14.556825257864,120.99845540283,3840,2160
1298335571075836,2048,1712536980800,perspective,4pFInf8tYN2HsbymULXG9K,14.582121395285,120.99500907174,3840,2160
1224681112020616,2048,1712391080400,perspective,8e0bD9VP5YICfTxtukwovp,14.556300886203,120.99849600833,3840,2160
755247841811281,2048,1563107886000,perspective,PgFwpVd2jcyDeisqN7guHw,14.581515021493,120.99559458965,4000,3000
4039843852749147,2048,1563107874000,perspective,RR8DAbWwWXFmRHtdUACRkg,14.58161013754,120.99666513018,4000,3000
2268680330136017,2048,1712537054000,perspective,5PxzsZUe7jWdqv1NhtSaIM,14.583077041073,120.99605920842,3840,2160
365176439874605,2048,1712391071000,perspective,vtl85AULefpqDu3wM7cznY,14.556605352011,120.99842263091,3840,2160
1620466748717215,2048,1712391486000,perspective,Jo6sFCgpwO2blPuGNETqZx,14.556470675717,120.99661842567,3840,2160
980301503488259,2048,1712390473000,perspective,FJEfbpsrP4KqGXgSy9LdBZ,14.556585309564,120.9980715814,3840,2160
492040585279189,2048,1563107902000,perspective,PgFwpVd2jcyDeisqN7guHw,14.581503279771,120.99500964361,4000,3000
1136635677646340,2048,1712545784400,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583393791832,120.99817183417,3840,2160
422903983854850,2048,1712546884200,perspective,9jZm5g4KhAyIizk3dFpJuP,14.583596150446,120.99716384553,3840,2160
1081107796333462,2048,1711274445430,perspective,LK2Wxka5yM4dli1FwUbIuH,14.556632134539,120.99808464354,4000,3000
457579505343453,2048,1563107802000,perspective,cwGF7o53KN4DkmYDQmcF9A,14.582863650719,120.99744259318,4000,3000
356823017012103,2048,1712545684600,perspective,3cOw9KZH0GWB1kgiC7eM8y,14.581692952781,120.99691731574,3840,2160
139135584865846,2048,1563103134000,perspective,UmOan9Oh10cd6bFOZxxrfQ,14.581585849892,120.9963842538,4000,3000
2149133278756392,2048,1712391090800,perspective,8e0bD9VP5YICfTxtukwovp,14.556266851412,120.99851068774,3840,2160
318605496370853,2048,1563107846000,perspective,0vDp4qc82UCcPjDyg23pXw,14.582791107249,120.99728835531,4000,3000
372011785856057,2048,1712546365000,perspective,P4uo6SwGkMUzYAhIfdiDQ1,14.583640616538,120.99863758639,3840,2160
778485324029199,2048,1712391501000,perspective,Irz3MiyDHvhWBntG1SR8OK,14.557276,120.99641,3840,2160
3809401139172087,2048,1575120840000,perspective,K3f3EQGG8YTGLQNy2H0RAQ,14.582784284654,120.99734276384,4000,3000
324382547365359,2048,1712546146400,perspective,QfJPeFkqXH6I3d7c4AtiVL,14.581235297241,120.99890090554,3840,2160
468726828879885,2048,1712545530200,perspective,s7a8DpwCreUo04zhfyxqEt,14.583421545945,120.9962437569,3840,2160
1177645056735555,2048,1712391119800,perspective,vtl85AULefpqDu3wM7cznY,14.555847,120.998676,3840,2160
435531695787443,2048,1712391115600,perspective,vtl85AULefpqDu3wM7cznY,14.555948030065,120.99864106602,3840,2160
450172797599666,2048,1712391494400,perspective,1IJWmGnODpUzifN8Vc0RFu,14.557115938473,120.99632172468,3840,2160
474333701820742,2048,1712536983000,perspective,4pFInf8tYN2HsbymULXG9K,14.582280281337,120.99499233357,3840,2160
471614288770350,2048,1712545775600,perspective,fF7yQtYv4WwNA5RJbi0lhp,14.583189075465,120.99796093226,3840,2160
474574094914568,2048,1712391088000,perspective,PaI3v582jBHr40nOiekhfg,14.556294663667,120.99860563889,3840,2160
209939304056383,2048,1563107806000,perspective,7Xy9L3zHFExRH-xF3-7oTw,14.582824174903,120.99735870782,4000,3000
778650547733221,2048,1712544433800,perspective,Iynal8ANDZ2pkSbeYcVEQo,14.581894255582,120.99491154292,3840,2160
941006931096113,2048,1712545735000,perspective,yAlmFBfDcsU6WjxdaLYKXM,14.582466011111,120.99720769105,3840,2160
972134190976220,2048,1712390465000,perspective,FJEfbpsrP4KqGXgSy9LdBZ,14.556278571207,120.99813729814,3840,2160
1132655814669556,2048,1712546870200,perspective,9jZm5g4KhAyIizk3dFpJuP,14.582964392978,120.99722702323,3840,2160
8102863333079901,2048,1712391106800,perspective,8e0bD9VP5YICfTxtukwovp,14.556133207726,120.99857160657,3840,2160
464502706029612,2048,1712391483200,perspective,Jo6sFCgpwO2blPuGNETqZx,14.556410760596,120.99664326622,3840,2160
458859143464135,2048,1712536973600,perspective,4pFInf8tYN2HsbymULXG9K,14.581705355926,120.9950497687,3840,2160
1143772810201428,2048,1712391093000,perspective,PaI3v582jBHr40nOiekhfg,14.556281270145,120.99860482878,3840,2160
438752335552151,2048,1712545677000,perspective,3cOw9KZH0GWB1kgiC7eM8y,14.581612779278,120.99642484982,3840,2160
